ID,First Author,Other Authors,Last Author,Title,Publish Year,Journal,DOI/PMID/Link,Abstract,Rank,Model,Primary Topic,Secondary Topic,Tertiary Topic,Vehicle,pH,Application,Comparison,Complement,Country,,,,,,,,,,,,,,,,,,,,,,,,
1003,"Fontanari, Pierre","Badier, M.; Guillot, Ch.; Tomei, Charles; Burnet, H.; Gardette, B.","Jammes, Y.",Changes in maximal performance of inspiratory and skeletal muscles during and after the 7.1-MPa Hydra 10 record human dive,2000,European Journal of Applied Physiology,10.1007/s004210050050,"During the 7.1-MPa hydrogen-helium-oxygen record human dive, we tested the hypothesis that the increased ambient pressure would alter the maximal muscle performance, specifically that breathing dense gas would lead to fatigue of the respiratory muscle. A group of hand muscles (adductor pollicis, AP) and the inspiratory muscles (IM) were studied in three professional divers. Maximal voluntary contractions (MVC) of AP and maximal inspiratory pressure (P imax) generated by IM were measured prior to the dive, during compression and decompression, and then 1 and 2 months after the dive. The decrease in MVC (_22%) was significant at 3.1 MPa, i.e. at the beginning of the introduction of hydrogen into the breathing mixture, whereas P imax fell progressively during the dive and decompression (maximal _P imax = _55%), a significant reduction still being measured 1 month after the dive. The altered IM function was attributed to the consequences of long-term ventilatory loading, a condition associated with breathing a dense gas. The transient decrease in MVC of the skeletal muscle would indicate a possible effect of the hyperbaric environment, possibly the high partial pressure of hydrogen, on neuromuscular drive.",Neutral,Human,Whole Body,Diving,Fatigue,Gas,N/A,Inhalation,,Helium; Oxygen,France,,,,,,,,,,,,,,,,,,,,,,,,
1006,"Ogino, H.","Ueda, Y.; Sugita, T.; Matsuyama, K.; Matsubayashi, K.; Nomoto, T.; Yoshimura, S.","Yoshioka, T.","Treatment for Abdominal Aortic Graft Infection: Irrigation with Electrolyzed Strong Aqueous Acid, In-situ Grafting, and Omentoplasty",2000,Thoracic and Cardiovascular Surgeon,10.1055/s-2000-8889,"We report on successful surgical treatment of consecutive three patients with infection of an abdominal aortic graft, Therapy involved a combination of removal of the infected graft, elaborate debridement, irrigation with electrolyzed strongly acidic aqueous solution (ESAAS), in-situ regrafting, and omentoplasty. The use of ESAAS is discussed.",Positive,Human,Heart,Surgery/Transplantation,Transplantation/Graft Injury,Water (Electrolysis),Acidic,Irrigation,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,
1016,"Hayashi, Hideaki","Kumon, Keiji; Yahagi, Naoki; Haruna, Masaki; Watanbe, Yasuhiko; Matsui, Junki","Hattori, Reiji",Successful Treatment of Mediastinitis after Cardiovascular Surgery Using Electrolyzed Strong Acid Aqueous Solution,1997,Artificial Organs,10.1111/j.1525-1594.1997.tb00697.x,"Dilute povidone-iodine solution has been widely used as an irrigant for the treatment of mediastinitis. However, its use is not without adverse effects and often cause? poor growth of pinulation tissues. To avoid the problems seen with the use of povidone-iodine solution, we applied electrolyzed strong acid aqueous solution (ESAAS) to mediastinal irrigation in 4 patients (2 infants and 2 adults) who developed mediastinitis after cardiovascular surgery. According to the “open” method, the mediastinal wound was left open and irrigated with ESAAS 1 to 3 times a day until the infection was eradicated. Satisfactory growth of granulation tissues was observed in all patients treated with no evidence of adverse effects attributable to ESAAS. Delayed primary sternum closure was performed for 2 patients. and musculocutaneous transposition of rectus abdominis for 1. Our experience suggests that irrigation with ESAAS is a safe and effective method of therapy for mediastinitis. Keg Words: Electrolyzed strong acid aqueous solution—Mediastinitis—Median sternotomy—Povidone-iodine— Cardiovascular surgery—Postoperative complication.",Positive,Human,Whole Body,Surgery/Transplantation,Pathogenic Bacterial Load,Saline (Electrolysis),Acidic,Irrigation,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,
1017,"Inoue, Yoshihiro","Endo, Shigeatsu; Kondo, Koryo; Ito, Hironobu; Omori, Hiroaki","Saito, Kazuyoshi",Trial of Electrolyzed Strong Acid Aqueous Solution Lavage in the Treatment of Peritonitis and Intraperitoneal Abscess,1997,Artificial Organs,10.1111/j.1525-1594.1997.tb00695.x,"Electrolyzed strong acid aqueous solution is acidic water that contains active oxygen and active chlorine and possesses a redox potential. We performed peritoneal and abscess lavages with an electrolyzed strong acid aqueous solution to treat 7 patients with peritonitis and intraperitoneal abscesses, who were seen in our department between December 1994 and April 1995. The underlying disease was duodenal ulcer perforation in 4 of these 7 patients and gastric ulcer perforation, acute enteritis, and intraperitoneal perforation of pyometrium in 1 patient each. Irrigation was performed twice a day. Micro biological studies of the paracentesis fluid were negative in 3 cases, and the irrigation period was 2–4 days. Anaerobic bacteria were isolated in 3 of the 4 positive cases (Bacteroides in 2, Prevotella in l), and a fungus (Candida) was isolated in the remaining patient. The period of irrigation in these patients ranged from 9 to 12 days, but conversion to a microorganism negative state was observed in 3–7 days.",Positive,Human,Peritonium,Sepsis,Peritonitis,Water (Electrolysis),Acidic,Irrigation,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,
1021,"Lafay, V.","Barthelemy, P.; Comet, B.; Frances, Y.","Jammes, Y.","ECG changes during the experimental human dive HYDRA 10 (71 atm/7,200 kPa) ",1995,Undersea and Hyperbaric Medicine,7742710,"Electrocardiogram (ECG) analysis was performed in three human divers during a 71 atm (7,200 kPa) saturation dive (COMEX HYDRA 10 experiment). The inhaled gas mixture was slightly hyperoxic; its composition was basically helium and oxygen. Hydrogen was introduced during compression and its partial pressure reached 20 atm. ECG changes were the same in the three divers. Marked bradycardia rapidly appeared at the beginning of compression, then this response adapted throughout the dive. P-R, QRS, and Q-T intervals and the S-T segment did not change significantly. The QRS axis remained stable. However, a rightward shift occurred in P and T vector angles. These changes were correlated with time and gas density, respectively. The modifications of ventricular repolarization during compression are similar to those we observed during the HYDRA 9 COMEX dive. They may correspond to changes in duration of myocardial cell repolarization due to increased intrathoracic pressure changes with dense-gas breathing. A marked global diminution of voltage occurred during the decompression period. This suggests that accumulation of micro bubbles in tissues may influence the impedance, causing an artifact in the amplitude of ECG complexes. ",Neutral,Human,Whole Body,Diving,High-Pressure Nervous Syndrome,Gas,N/A,Inhalation,,Helium; Oxygen,France,,,,,,,,,,,,,,,,,,,,,,,,
1023,"Abraini, J.H.","Gardette-Chauffor, M.C.; Martinez, E.; Rostain, J.C.","Lemaire, C.",Psychophysiological reactions in humans during an open sea dive to 500 m with a hydrogen-helium-oxygen mixture,1994,Journal of Applied Physiology,10.1152/jappl.1994.76.3.1113,"Six commercial divers were investigated for neurological and psychosensorimotor responses during an open sea dive to 500 m with a hydrogen-helium-oxygen mixture containing 49% hydrogen. Results showed only moderate neurological symptoms of high-pressure nervous syndrome, whereas the narcotic effect of hydrogen was detectable, as investigated by psychosensorimotor tests. Nevertheless, the divers successfully carried out the main purpose of the operational dive, which was to prove the feasability of such diving methods by connecting specific elements of an offshore oil installation. Finally, these data support the hypothesis that hydrogen can alleviate some of the symptoms of the high-pressure nervous syndrome and can constitute a useful gas for commercial diving, as it decreases the density of the breathing mixture and therefore improves the living conditions, work, and comfort of the divers. Nevertheless, the present results underscore the relevance of research on individual susceptibility to pressure environment regardless of the composition of the breathing mixture.",Positive,Human,Whole Body,Diving,High-Pressure Nervous Syndrome,Gas,N/A,Inhalation,,Helium; Oxygen,France,,,,,,,,,,,,,,,,,,,,,,,,
1026,"Pilcher, J.E.",,,Senn on the Diagnosis of Gastro-Intestinal Perforation by the Rectal Insufflation of Hydrogen Gas,1888,Annals of Surgery,10.1097/00000658-188807000-00087,No abstract available,Positive,Human,Intestine,Surgery/Transplantation,Diagnosis,Gas,N/A,Ventilation,,,United States,,,,,,,,,,,,,,,,,,,,,,,,
1049,"Yoritaka, Asako","Kobayashi, Yasuko; Hayashi, Tetsuo; Saiki, Shinji","Hattori, Nobutaka",Randomized double-blind placebo-controlled trial of hydrogen inhalation for Parkinson's disease: a pilot study ,2021,Neurological Sciences,10.1007/s10072-021-05489-4,"Background: Oxidative stress is involved in the progression of Parkinson's disease (PD). Recent studies have confirmed that molecular hydrogen (H2) functions as a highly effective antioxidant in animal models of PD. A placebo-controlled, randomized, double-blind, parallel-group clinical pilot study was conducted to assess the efficacy of hydrogen gas inhalation in Japanese patients with PD on treatment with levodopa. Methods: Twenty participants fulfilling the Movement Disorder Society criteria were enrolled. Participants inhaled 6.5 (0.1) vol% hydrogen gas in 2 L/min of mixed air or placebo air for 16 weeks, twice a day for 1 h. Results: Five participants were excluded due to deviation from the protocol of the total duration of inhalation < 112 h. No significant differences were seen in the change in the total Movement Disorder Society Unified Parkinson's Disease Rating Scale score from baseline to the 16th week between the group that inhaled hydrogen gas and the group that inhaled placebo air (Mann-Whitney U test, p > 0.05). No adverse events were seen. The compliance to the protocol-based duration of inhalation time in all participants decreased with the elderly participants, the higher daily dose of levodopa, and the higher PDQ-39 items on emotions (n = 20, p < 0.05). Conclusion: This pilot study revealed that the inhalation of molecular hydrogen gas was safe, but did not show any beneficial effects in patients with PD. Trial registration: UMIN ID: 000,039,217 (October 6, 2018).
",Neutral,Human,Brain,Parkinson's Disease,Neurodegeneration,Gas,N/A,Inhalation,,Levodopa,Japan,,,,,,,,,,,,,,,,,,,,,,,,
1084,"Danilova, D.A.","Brichkin, Yu.D.; Medvedev, A.P.; Pichugin, V.V.; Fedorov, S.A.; Taranov, E.V.; Nazarov, E.I.; Ryazanov, M.V.; Bolshukhin, G.V.","Deryugina, A.V.",Application of Molecular Hydrogen in Heart Surgery under Cardiopulmonary Bypass,2021,Sovremennye Teknologii v Meditsine,10.17691/stm2021.13.1.09,"The aim of this work was to study the effect of molecular hydrogen on oxidative processes in cardiac surgery patients with acquired valve heart disease applied during surgery under cardiopulmonary bypass (CPB). Materials and methods: The study involved 20 patients (16 men and 4 women) with acquired heart valve disease who were operated on under CPB. Two groups of patients were formed. In group 1 (n=11), anesthesia included inhalations of molecular hydrogen, which was supplied to the breathing circuit of the ventilator at a concentration of 1.5-2.0% immediately after tracheal intubation and throughout the operation. In group 2 (n=9), inhalation of molecular hydrogen was not performed. Blood sampling was taken at 4 stages: immediately after anesthesia induction, before CPB and after its termination, and also one day after the operation. The intensity of the processes of lipid peroxidation was evaluated by the level of diene (DC) and triene (TC) conjugates, Schiff bases (SB). Results: In the patients of group 1, the arterial blood samples showed a decrease in the level of TC and SB, as compared to the first stage of the study, before the initiation of CPB and one day after the operation. An increase in the level of DC and TC was detected after the termination of CPB (p<0.05). In the venous blood samples, an increase in the level of DC was noted before the initiation of CPB, which was restored by the third stage of the study (p<0.05). At the same time, after the termination of CPB, a tendency towards a decrease in TC and SB was observed, which persisted one day after the operation.In the patients of group 2, an increase in the concentration of SB in the arterial blood samples was recorded during the study as compared to the first stage. The level of TC and SB in the venous blood samples increased one day after the operation. Conclusion: Intraoperative inhalation of molecular hydrogen leads to a decrease in the oxidative stress manifestation, it being most pronounced one day after the operation. This suggests that molecular hydrogen can be used in cardiac surgery as an effective and safe antioxidant.
",Positive,Human,Heart,Surgery/Transplantation,Cardiopulmonary Bypass,Gas,N/A,Inhalation,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,
1094,"LeBaron, Tyler W.","Kharman, Jason","McCullough, Michael L.","An H2-infused, nitric oxide-producing functional beverage as a neuroprotective agent for TBIs and concussions",2021,Journal of Integrative Neuroscience,10.31083/j.jin2003071,"Traumatic brain injuries (TBIs) are a leading cause of death and disability. Sports-related TBIs are estimated to be more than several million per year. The pathophysiology of TBIs involves high levels of inflammation, oxidative stress, dysregulation of ion homeostasis, mitochondrial dysfunction, and apoptosis. There is also a reduction in cerebral blood flow, leading to hypoxia and reduced removal of metabolic waste, which further exacerbates the injury. There is currently no recognized effective medical treatment or intervention for TBIs, which may in part be due to the difficulty of drug delivery through the blood-brain barrier. Molecular hydrogen has recently emerged as a neuroprotective medical gas against cerebral infarction and neurodegenerative diseases including TBIs. Its small molecular size and nonpolar nature allow it to easily diffuse through the blood-brain barrier, cell membranes and subcellular compartments. Hydrogen has been shown to exert selective anti-inflammatory, antioxidant, and anti-apoptotic effects by regulating various transcription factors and protein phosphorylation cascades. Nitric oxide is another well-recognized medical gas that plays divergent roles in protecting from and in the recovery of TBIs, as well as in contributing to their pathophysiology and injury. Excessive activation of inducible nitric oxide synthase leads to excess inflammation and oxidative/nitrosative damage as well as a paradoxical nitric oxide depletion in the locations it is needed. Hydrogen regulates nitric oxide production and metabolism, which enhances its benefits while reducing its harms. A novel H2-infused, nitric oxide producing beverage, Hydro Shot, may have important neuroprotective benefits for TBIs. We report preliminary indications that Hydro Shot may be a meaningful adjuvant treatment for TBIs. ",Positive,Human,Brain,Traumatic Brain Injury,Concussion,"Water, Commercial (Hydro Shot)",Neutral,Ingestion,,,United States,,,,,,,,,,,,,,,,,,,,,,,,
1107,"Singh, Ram B.","Halabi, Ghazi; Fatima, Ghizal; Rai, Richa H.; Tarnava, Alexander T.","LeBaron, Tyler W.",Molecular hydrogen as an adjuvant therapy may be associated with increased oxygen saturation and improved exercise tolerance in a COVID-19 patient,2021,Clinical Case Reports,10.1002/ccr3.5039 ,Administration of molecular hydrogen dissolved in water to patient with COVID-19-like symptoms may improve oxygen levels and exercise capacity. ,Positive,Human,Lung,SARS/COVID,Fatigue,Water (Mg-Chemico),Alkaline,Ingestion,,,India,,,,,,,,,,,,,,,,,,,,,,,,
1117,"Kaibori, Masaki",,"Kosaka, Hisashi",Effect of hydrogen gas inhalation on patient QOL after hepatectomy: protocol for a randomized controlled trial ,2021,Trials,10.1186/s13063-021-05697-5 ,"Introduction: Molecular hydrogen had been considered inactive in vivo but is an antioxidant that selectively reduces highly toxic reactive oxygen species (ROS). Animal studies have reported that hydrogen gas inhalation helped alleviate cerebral and cardiac ischemia-reperfusion injuries. In humans, hydrogen inhalation therapy is presently approved as a treatment under Advanced Medical Care B in Japan (jRCTs031180352: limited to adult patients who suffered out-of-hospital cardiac arrest and are in a continuous coma) and its effectiveness is being examined in a clinical trial. The Japanese government has introduced the 'Advanced Medical Care System' to promote the development of drugs and devices under governmental regulations. Advanced Medical Care B is a system designed for unapproved or off-label drugs or medical technologies used in a clinical trial setting. Hepatectomy is generally performed with repeated hepatic blood-flow occlusion and then reperfusion (ischemia and reperfusion). No report, however, has been made on ROS inhibition by hydrogen inhalation therapy or its effectiveness in post-hepatectomy patients. Hydrogen gas inhalation in the early stages after hepatectomy is anticipated to inhibit liver dysfunction by inhibiting ROS. Methods and analysis: This study is a randomized, controlled, double-blind superiority trial, which will be conducted as a 'specified clinical trial' in accordance with the Clinical Trials Act in Japan. Trial registration was prospectively completed before the first participant was enrolled. The subjects will be patients who will undergo hepatectomy and will be allocated randomly into group A with hydrogen gas inhalation or group B with air inhalation after hepatectomy. The study will examine if hydrogen gas inhalation improves QOL of post-hepatectomy patients. The primary endpoint is patient QOL (score of a 40-item quality of recovery questionnaire, QoR40) on postoperative day 3 and the secondary endpoints are QoR40s besides that on postoperative day 3, grade of postoperative complications (Clavien-Dindo score), level of pain (Numerical Rating Scale (NRS)), amount of dietary intake, liver function, inflammation level, 8-hydroxydeoxyguanosine (urinary 8-OHdG) level, and number of pedometer-assessed steps. Ethics and dissemination: The study protocol has been approved by the Niigata University Central Review Board of Clinical Research. The findings of this study will be widely disseminated through peer-reviewed publications and conference presentations. Trial registration: jRCTs 03220332 . Registered on 21 January 2021.
",Neutral,Human,Liver,Surgery/Transplantation,Postoperative Liver Failure,Gas,N/A,Inhalation,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,
1118,"Cortan, C.",,"Delauze, H.G.",Hydra V Hydrogen Experimental Dive To 450 Meters,1986,Offshore Technology Conference,10.4043/5261-MS,"HYDRAV was performed in COMEX Marseille hyperbaric Research Center in May and June 1985.During this Experiment, 6 divers lived at a simulated depth of 450 meters in a hyperbaric atmosphere composed of hydrogen, helium and oxygen (hydreliox). Tradition deep diving with helium is limited by 2 Factor: – High Pressure Nervous syndrome (HENS) that causes Motricity disorders beyond 300 meters. – Gas density that impairs pulmonary ventilation. Hydrogen should extend these limits thanks to its Narcotic potency that has an antagonistic effect on the HPNS syndrome and thanks to its light molecular mass. HYDRAV, first hydrogen experimental saturation dive, was successfully performed. All the equipment and techniques especially developed to use hydrogen have proved entirely satisfactory. From the biomedical standpoint the improvement with reference to Heliox is outstanding: – No High Pressure nervous Syndrome, – Easier breathing. The very promising results of HYDRAV will hopefully lead to quick offshore industrial applications. Hydrogen will enable divers to work in water depths Ranging from 400 to 600 meter and certainly beyond. INTRODUCTION: For more than 20 years now, all deep commercial Dives have been carried out using breathing mixtures Made up essentially of helium and oxygen. Helium has allowed the professional diver to work on the continental shelf area down to depths of 300 meters. In this range, equipments and methods are now relatively well established. However, in spite of its remarkable qualities helium alone cannot be the vector of oxygen in breathing mixtures beyond a certain depth. Indeed, deep divers must cope with 2 limiting Factors: – The High Pressure Nervous Syndrome(HPNS), linked to the effects of hydrostatic pressure on the central nervous system. These appear in the 250 /300 meter range and increase with depth, Causing motor disturbance that may seriously Impairs work efficiency. – The density of breathing mixtures, which increases proportionally to pressure, demands a subsequent increase in breathing efforts, which hinders work capacity. The following countermeasure may be proposed: – The effects of pressure can be reduced by adding to the breathing mixture a given amount of narcotic as (helium is not). – Gas density can be reduced by using a vector that has a lower molecular mass than helium. Hydrogen is the only gas that satisfies both these criteria. Because of the progress in the search and exploitation of deep offshore oilfields, C0OMEX decided to launch a new program for developing hydrogen diving. Experiment have been carried out both at sea and at Its research center in Marseille. – Hydra III- June1$&x dives at sea at depths of 75 and 91 meters. – Hydra IV - November 1983: chamber dives at depths of 120,150,183,240and 300 meter. – Hydra V - May and June 1985: chamber saturation Dives at 450 meters. The positive results of these series of experiments lead us to envision a rapid industrialization of deep diving using hydrogen breathing mixtures.",Positive,Human,Lung,Diving,High-Pressure Nervous Syndrome,Gas,N/A,Inhalation,,Helium; Oxygen,France,,,,,,,,,,,,,,,,,,,,,,,,
1145,"Luo, Peng","Ding, Yuanfang; He, Yuan; Chen, Dafeng; He, Qing; Huang, Zufeng; Huang, Shian","Lei, Wei",Hydrogen-oxygen therapy alleviates clinical symptoms in twelve patients hospitalized with COVID-19: A retrospective study of medical records,2022,Medicine,10.1097/MD.0000000000027759 ,"A global public health crisis caused by the 2019 novel coronavirus disease (COVID-19) leads to considerable morbidity and mortality, which bring great challenge to respiratory medicine. Hydrogen-oxygen therapy contributes to treat severe respiratory diseases and improve lung functions, yet there is no information to support the clinical use of this therapy in the COVID-19 pneumonia.A retrospective study of medical records was carried out in Shishou Hospital of Traditional Chinese Medicine in Hubei, China. COVID-19 patients (aged ≥ 30 years) admitted to the hospital from January 29 to March 20, 2020 were subjected to control group (n = 12) who received routine therapy and case group (n = 12) who received additional hydrogen-oxygen therapy. The clinical characteristics of COVID-19 patients were analyzed. The physiological and biochemical indexes, including immune inflammation indicators, electrolytes, myocardial enzyme profile, and functions of liver and kidney, were examined and investigated before and after hydrogen-oxygen therapy.The results showed significant decreases in the neutrophil percentage and the concentration and abnormal proportion of C-reactive protein in COVID-19 patients received additional hydrogen-oxygen therapy.This novel therapeutic may alleviate clinical symptoms of COVID-19 patients by suppressing inflammation responses. ",Positive,Human,Whole Body,SARS/COVID,Inflammation,Gas,N/A,Inhalation,Oxygen,Oxygen,China,,,,,,,,,,,,,,,,,,,,,,,,
1147,"Huang, Yan","Xiao, Feng-Ming; Tang, Wen-Jie; Qiao, Jing; Wei, Hai-Feng; Xie, Yuan-Yun","Wei, You-Zhen",Hydrogen inhalation promotes recovery of a patient in persistent vegetative state from intracerebral hemorrhage: A case report and literature review ,2022,World Journal of Clinical Cases,10.12998/wjcc.v10.i4.1311 ,"Background: Persistent vegetative state (PVS) is a devastating and long-lasting clinical condition with high morbidity and mortality; currently, there are no available effective interventions. Case summary: We report the case of an 11-year-old boy with PVS caused by severe intracerebral bleeding in the left hemisphere following anticoagulation treatment. The patient's PVS severity showed no notable improvement after 2-mo neuroprotective treatment and rehabilitation, including nerve growth factor and baclofen, hyperbaric oxygen, and comprehensive bedside rehabilitation therapies. Daily inhalation treatment (4-6 h) of high-concentration hydrogen (H2) gas (66.6% H2 + 33.3% O2) was provided. Surprisingly, the patient's orientation, consciousness, ability to speak, facial expressions, and locomotor function were significantly restored, along with improvements in essential general health status, after H2 gas inhalation treatment, which was consistent with stabilized neuropathology in the left hemisphere and increased Hounsfield unit values of computed tomography in the right hemisphere. The patient finally recovered to a near normal conscious state with a Coma Recovery Scale-Revised Score of 22 from his previous score of 3. Conclusion: Phase 1 clinical trials are needed to explore the safety and efficacy of H2 gas inhalation in patients with PVS.",Positive,Human,Brain,Coma,Intracranial Hemorrhage,Gas,N/A,Inhalation,,,China,,,,,,,,,,,,,,,,,,,,,,,,
1148,"Botek, Michal","Krejci, Jakub; Valenta, Michal; McKune, Andrew; Sladeckova, Barbora; Konecny, Petr; Klimesova, Iva","Pastucha, Dalibor",Molecular Hydrogen Positively Affects Physical and Respiratory Function in Acute Post-COVID-19 Patients: A New Perspective in Rehabilitation ,2022,International Journal of Environmental Research and Public Health,10.3390/ijerph19041992 ,"Molecular hydrogen (H2) is potentially a novel therapeutic gas for acute post-coronavirus disease 2019 (COVID-19) patients because it has antioxidative, anti-inflammatory, anti-apoptosis, and antifatigue properties. The aim of this study was to determine the effect of 14 days of H2 inhalation on the respiratory and physical fitness status of acute post-COVID-19 patients. This randomized, single-blind, placebo-controlled study included 26 males (44 ± 17 years) and 24 females (38 ± 12 years), who performed a 6-min walking test (6 MWT) and pulmonary function test, specifically forced vital capacity (FVC) and expiratory volume in the first second (FEV1). Symptomatic participants were recruited between 21 and 33 days after a positive polymerase chain reaction test. The experiment consisted of H2/placebo inhalation, 2 _ 60 min/day for 14 days. Results showed that H2 therapy, compared with placebo, significantly increased 6 MWT distance by 64 ± 39 m, FVC by 0.19 ± 0.24 L, and, in FEV1, by 0.11 ± 0.28 L (all p ≤ 0.025). In conclusion, H2 inhalation had beneficial health effects in terms of improved physical and respiratory function in acute post-COVID-19 patients. Therefore, H2 inhalation may represent a safe, effective approach for accelerating early function restoration in post-COVID-19 patients. ",Positive,Human,Lung,SARS/COVID,Inflammation,Gas,N/A,Inhalation,,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,
1173,"Kong, Xiaofeng","Lu, Tianyu; Lu, You-Yong; Yin, Zhinan","Xu, Kecheng",Effect of Hydrogen Inhalation Therapy on Hearing Loss of Patients With Nasopharyngeal Carcinoma After Radiotherapy ,2022,Frontiers in Medicine,10.3389/fmed.2022.828370 ,"Objective: To evaluate the clinical efficacy and safety of hydrogen inhalation in improving hearing loss in patients with long-term survival of nasopharyngeal carcinoma after radiotherapy. Methods: The eustachian tube dysfunction score, pure tone air conduction threshold, bone conduction threshold, the score of tympanogram and otoscope were prospectively observed in patients with deafness after radiotherapy only or combined radiotherapy and chemotherapy for nasopharyngeal carcinoma. Paired t test and one-way analysis of variance were used to analyze the data before and after treatment. Results: A total of 17 patients were observed. The median time from radiotherapy to now was 228 months, and the median time from the diagnose of deafness to now was 92 months. After 4 weeks of hydrogen inhalation, the score of eustachian tube dysfunction, air conduction and bone conduction hearing thresholds were significantly reduced, P values were 0.0293, 0.0027, 0.0404, respectively. The mean air-bone gap, the score of otoendoscopy and tympanogram were also decreased, but the differences were not significant (P = 0.2079, P = 0.0536, P = 0.1056). Patients with radiotherapy alone and concurrent chemo-radiotherapy had significantly lower air conduction hearing threshold after hydrogen absorption (P = 0.0142, P = 0.0495). The results of air and bone hearing thresholds before, 4 and 12 weeks after hydrogen inhalation showed a descending trend. The air and bone hearing thresholds before hydrogen inhalation were 74.69 ± 27.03 dB and 45.70 ± 21.58 dB, respectively. At the 12th week, the mean values of air and bone hearing thresholds were the lowest, which were 66.88 ± 20.88 dB and 40.94 ± 18.93 dB, respectively, but there was no significant difference in air and bone hearing thresholds among all groups (P = 0.6755, P = 0.7712). After hydrogen inhalation treatment, no adverse reactions such as nosebleed, chest pain, dyspnea, nausea, vomiting, dizziness, earache and allergic reaction were observed. Conclusion: This is the first prospective study on the effect of hydrogen inhalation on hearing improvement in patients with deafness after radiotherapy/chemotherapy for nasopharyngeal carcinoma, suggesting that continuous hydrogen inhalation may be an alternative rehabilitation therapy for these patients. Keywords: chemotherapy; hearing impairment; hearing loss; hydrogen inhalation; hydrogen oxygen inhalation; nasopharyngeal carcinoma; radiotherapy. ",Positive,Human,Ear,Cancer,Hearing Loss,Gas,N/A,Inhalation,,,China,,,,,,,,,,,,,,,,,,,,,,,,
1181,"Tao, Geru","Zhang, Guangjie; Chen, Wei; Yang, Chao; Xue, Yazhuo; Song, Guohua","Qin, Shucun","A randomized, placebo-controlled clinical trial of hydrogen/oxygen inhalation for non-alcoholic fatty liver disease ",2022,Journal of Cellular and Molecular Medicine,10.1111/jcmm.17456 ,"Non-alcoholic fatty liver disease (NAFLD) is the most common chronic liver disease worldwide with increasing incidence consistent with obesity, type 2 diabetes and cardiovascular diseases. No approved medication was currently available for NAFLD treatment. Molecular hydrogen (H2 ), an anti-oxidative, anti-inflammatory biomedical agent is proved to exhibit therapeutic and preventive effect in various diseases. The purpose of this study was to investigate the effect of hydrogen/oxygen inhalation on NAFLD subjects and explore the mechanism from the perspective of hepatocyte autophagy. We conducted a randomized, placebo-controlled clinical trial of 13-week hydrogen/oxygen inhalation (China Clinical Trial Registry [#ChiCTR-IIR-16009114]) including 43 subjects. We found that inhalation of hydrogen/oxygen improved serum lipid and liver enzymes. Significantly improved liver fat content detected by ultrasound and CT scans after hydrogen/oxygen inhalation was observed in moderate-severe cases. We also performed an animal experiment based on methionine and choline-deficient (MCD) diet-induced mice model to investigate effect of hydrogen on mouse NASH. Hydrogen/oxygen inhalation improved systemic inflammation and liver histology. Promoted autophagy was observed in mice inhaled hydrogen/oxygen and treatment with chloroquine blocked the beneficial effect of hydrogen. Moreover, molecular hydrogen inhibited lipid accumulation in AML-12 cells. Autophagy induced by palmitic acid (PA) incubation was further promoted by 20% hydrogen incubation. Addition of 3-methyladenine (3-MA) partially blocked the inhibitory effect of hydrogen on intracellular lipid accumulation. Collectively, hydrogen/oxygen inhalation alleviated NAFLD in moderate-severe patients. This protective effect of hydrogen was possibly by activating hepatic autophagy. Keywords: MCD-induced NASH; NAFLD; autoph",Positive,Human,Liver,Liver Disease,Fatty Liver Disease (Nonalcoholic),Gas,N/A,Inhalation,,Oxygen,China,,,,,,,,,,,,,,,,,,,,,,,,
