# approved-by: josh (auto-approve directive in session, 2026-09-23)
# Legacy-URL 301 map. Built 2026-09-23 from Ahrefs (pages-by-backlinks, backlinks-to-legacy, Googlebot status audit), prod not_found_log (hits>=20, scanner noise dropped), and prod gsc_query_metrics pages (2026-01-24..2026-09-21). Every from_path was probed live as Googlebot: only 404s are listed. applied=yes rows were inserted by scripts/consolidation/legacy-redirects.ts --apply; DEFERRED rows wait on the url-hygiene PR deploy.
from_path,to_path,previous_to_path,status_code,previous_status_code,match_method,confidence,sources,referring_domains,gsc_impressions,gsc_clicks,nf_hits,applied,reason
/secondary-topic/upper-respiratory-tract-infection,,,,,none,low,not_found_log,,,,180,no,no same-topic hub
/rank/* (3 paths),,,,,wp-archive-class,n/a,not_found_log,,,,177,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /rank/neutral, /rank/negative, /rank/positive"
/secondary-topic/alcoholic-liver-disease,,,,,none,low,not_found_log,,,,177,no,no same-topic hub
/secondary-topic/painful-bladder-syndrome,,,,,none,low,not_found_log,,,,175,no,no same-topic hub
/secondary-topic/cavities,,,,,none,low,not_found_log,,,,174,no,no same-topic hub
/tertiary-topic/postoperative-liver-failure,,,,,none,low,not_found_log,,,,173,no,no same-topic hub
/tertiary-topic/glaucoma,,,,,none,low,not_found_log,,,,172,no,no same-topic hub
/secondary-topic/preeclampsia,,,,,none,low,not_found_log,,,,170,no,no same-topic hub
/secondary-topic/immune-dysfunction,,,,,none,low,not_found_log,,,,169,no,no same-topic hub
/secondary-topic/cardiac-hypertrophy,,,,,none,low,not_found_log,,,,168,no,no same-topic hub
/secondary-topic/multiple-sclerosis-ms,,,,,none,low,not_found_log,,,,168,no,no same-topic hub
/secondary-topic/blunt-chest-trauma,,,,,none,low,not_found_log,,,,167,no,no same-topic hub
/secondary-topic/retinal-injury,,,,,none,low,not_found_log,,,,167,no,no same-topic hub
/secondary-topic/gastroesophageal-reflux-disease-gerd,,,,,none,low,not_found_log,,,,166,no,no same-topic hub
/tertiary-topic/pressure-ulcer,,,,,none,low,not_found_log,,,,166,no,no same-topic hub
/secondary-topic/shock,,,,,none,low,not_found_log,,,,165,no,no same-topic hub
/tertiary-topic/retinal-vein-occlusion,,,,,none,low,not_found_log,,,,162,no,no same-topic hub
/secondary-topic/rhinitis,,,,,none,low,not_found_log,,,,161,no,no same-topic hub
/tertiary-topic/placental-stress,,,,,none,low,not_found_log,,,,161,no,no same-topic hub
/secondary-topic/erythema,,,,,none,low,not_found_log,,,,160,no,no same-topic hub
/secondary-topic/alcoholic-hangover,,,,,none,low,not_found_log,,,,159,no,no same-topic hub
/secondary-topic/gingivitis,,,,,none,low,not_found_log,,,,159,no,no same-topic hub
/tertiary-topic/oxalate-injury,,,,,none,low,not_found_log,,,,159,no,no same-topic hub
/tertiary-topic/endothelial-injury,,,,,none,low,not_found_log,,,,158,no,no same-topic hub
/tertiary-topic/gastritis,,,,,none,low,not_found_log,,,,157,no,no same-topic hub
/secondary-topic/gastric-mucosal-injury,,,,,none,low,not_found_log,,,,155,no,no same-topic hub
/secondary-topic/tracheal-stenosis,,,,,none,low,not_found_log,,,,155,no,no same-topic hub
/tertiary-topic/alcohol-toxicity,,,,,none,low,not_found_log,,,,154,no,no same-topic hub
/secondary-topic/addiction,,,,,none,low,not_found_log,,,,152,no,no same-topic hub
/secondary-topic/liver-disease,,,,,none,low,not_found_log,,,,152,no,no same-topic hub
/tertiary-topic/cardiomyopathy,,,,,none,low,not_found_log,,,,152,no,no same-topic hub
/tertiary-topic/colitis,,,,,none,low,not_found_log,,,,151,no,no same-topic hub
/tertiary-topic/retinitis-pigmentosa,,,,,none,low,not_found_log,,,,151,no,no same-topic hub
/secondary-topic/traumatic-brain-injury,,,,,none,low,not_found_log,,,,150,no,no same-topic hub
/tertiary-topic/acute-tubuluar-necrosis,,,,,none,low,not_found_log,,,,150,no,no same-topic hub
/tertiary-topic/pathogenic-bacterial-load,,,,,none,low,not_found_log,,,,149,no,no same-topic hub
/tertiary-topic/ischemia-reperfusion-i-r-injury,,,,,none,low,not_found_log,,,,148,no,no same-topic hub
/secondary-topic/dentin-integrity,,,,,curated-parent-hub,low,gsc+not_found_log,,3,,143,no,no oral/dental hub
/secondary-topic/lung-injury,,,,,none,low,not_found_log,,,,146,no,no same-topic hub
/tertiary-topic/myocardial-necrosis,,,,,none,low,not_found_log,,,,145,no,no same-topic hub
/secondary-topic/spinal-cord-injury,,,,,none,low,not_found_log,,,,144,no,no same-topic hub
/secondary-topic/gastric-ulcer,,,,,none,low,not_found_log,,,,143,no,no same-topic hub
/secondary-topic/pregnancy,,,,,none,low,not_found_log,,,,143,no,no same-topic hub
/tertiary-topic/intracranial-hemorrhage,,,,,none,low,not_found_log,,,,143,no,no same-topic hub
/tertiary-topic/depression,,,,,none,low,not_found_log,,,,142,no,no same-topic hub
/tertiary-topic/vascular-dysfunction,,,,,none,low,not_found_log,,,,142,no,no same-topic hub
/explore-by-condition/general-health,,,,,none,low,gsc,,41,2,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/indigestion,,,,,none,low,not_found_log,,,,141,no,no same-topic hub
/tertiary-topic/iron-overload,,,,,none,low,not_found_log,,,,141,no,no same-topic hub
/secondary-topic/intervertebral-disc-degeneration-ivdd,,,,,none,low,not_found_log,,,,140,no,no same-topic hub
/tertiary-topic/constipation,,,,,none,low,not_found_log,,,,140,no,no same-topic hub
/tertiary-topic/diabetic-retinopathy,,,,,none,low,not_found_log,,,,140,no,no same-topic hub
/tertiary-topic/norovirus-nov-infection,,,,,none,low,not_found_log,,,,140,no,no same-topic hub
/tertiary-topic/peripheral-arterial-disease,,,,,none,low,not_found_log,,,,140,no,no same-topic hub
/tertiary-topic/acne,,,,,none,low,not_found_log,,,,139,no,no same-topic hub
/tertiary-topic/hair-quality,,,,,none,low,not_found_log,,,,139,no,no same-topic hub
/secondary-topic/osteoarthritis-oa,,,,,none,low,not_found_log,,,,138,no,no same-topic hub
/tertiary-topic/bile-duct-injury,,,,,none,low,not_found_log,,,,138,no,no same-topic hub
/secondary-topic/seizure,,,,,none,low,not_found_log,,,,137,no,no same-topic hub
/secondary-topic/diabetes-type-i,,,,,none,low,not_found_log,,,,136,no,no same-topic hub
/tertiary-topic/helicobacter-pylori-infection,,,,,none,low,not_found_log,,,,136,no,no same-topic hub
/tertiary-topic/congenital-obstructive-nephropathy,,,,,none,low,not_found_log,,,,134,no,no same-topic hub
/tertiary-topic/macular-degeneration,,,,,none,low,not_found_log,,,,134,no,no same-topic hub
/tertiary-topic/psoriasis-associated-arthritis,,,,,none,low,not_found_log,,,,134,no,no same-topic hub
/tertiary-topic/no-reflow-syndrome,,,,,none,low,not_found_log,,,,133,no,no same-topic hub
/tertiary-topic/panic-disorder,,,,,none,low,not_found_log,,,,132,no,no same-topic hub
/blog/hydrogen-water-general-can-it-help-fight-cancer-771335,/blog/hydrogen-water-general-can-it-help-fight-cancer-763019,,,,existing-301-chains-to-410,n/a,gsc,,81,1,,no,existing row -> /blog/hydrogen-water-general-can-it-help-fight-cancer-763019 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/comments/feed,,,,,structural,low,not_found_log,,,,131,no,no comments feed
/secondary-topic/preterm-birth,,,,,none,low,not_found_log,,,,130,no,no same-topic hub
/tertiary-topic/fatigue,/explore-by-condition/chronic-fatigue,,,,curated-parent-hub,medium,gsc+not_found_log,,41,,89,no,medium confidence — not applied; suggested target only. hub is narrower ('Chronic Fatigue') than the legacy topic
/tertiary-topic/necrotizing-enterocolitis,,,,,none,low,not_found_log,,,,130,no,no same-topic hub
/tertiary-topic/dermatophagoides-farinae-infection,,,,,none,low,not_found_log,,,,129,no,no same-topic hub
/tertiary-topic/motor-deficit,,,,,none,low,not_found_log,,,,129,no,no same-topic hub
/secondary-topic/premature-ovarian-failure,,,,,none,low,not_found_log,,,,128,no,no same-topic hub
/tertiary-topic/aflatoxicosis,,,,,curated-parent-hub,medium,gsc+not_found_log,,2,,125,no,toxin exposure; liver hub is a keyword page
/tertiary-topic/fluke-infection,,,,,none,low,not_found_log,,,,127,no,no same-topic hub
/secondary-topic/liver-injury,,,,,none,low,not_found_log,,,,126,no,no same-topic hub
/secondary-topic/ovarian-injury,,,,,none,low,not_found_log,,,,126,no,no same-topic hub
/tertiary-topic/fracture,,,,,none,low,not_found_log,,,,126,no,no same-topic hub
/tertiary-topic/optic-nerve-crush,,,,,none,low,not_found_log,,,,126,no,no same-topic hub
/explore-by-condition/pulmonary-veno-occlusive-disease-pvod,,,,,none,low,gsc,,125,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/hepatitis-b,,,,,none,low,not_found_log,,,,125,no,no same-topic hub
/tertiary-topic/graft-versus-hose-disease,,,,,none,low,not_found_log,,,,125,no,no same-topic hub
/tertiary-topic/stress-ulcer,,,,,none,low,not_found_log,,,,125,no,no same-topic hub
/tertiary-topic/maternal-immune-activation,,,,,none,low,not_found_log,,,,124,no,no same-topic hub
/tertiary-topic/hypoxia-ischemia,,,,,none,low,not_found_log,,,,121,no,no same-topic hub
/tertiary-topic/lung-contusion,,,,,none,low,not_found_log,,,,121,no,no same-topic hub
/tertiary-topic/transplantation-graft-injury,,,,,none,low,not_found_log,,,,121,no,no same-topic hub
/tertiary-topic/auditory-neuropathy,,,,,none,low,not_found_log,,,,120,no,no same-topic hub
/tertiary-topic/diarrhea,,,,,none,low,not_found_log,,,,120,no,no same-topic hub
/tertiary-topic/glomerulosclerosis,,,,,none,low,not_found_log,,,,120,no,no same-topic hub
/secondary-topic/dehydration,,,,,none,low,not_found_log,,,,119,no,no same-topic hub
/secondary-topic/dry-eye,,,,,none,low,not_found_log,,,,119,no,no same-topic hub
/tertiary-topic/postoperative-pain,,,,,none,low,not_found_log,,,,119,no,no same-topic hub
/secondary-topic/alzheimers-disease-ad,,,,,none,low,not_found_log,,,,118,no,no same-topic hub
/secondary-topic/chronic-heart-failure,,,,,none,low,not_found_log,,,,118,no,no same-topic hub
/secondary-topic/pancreatitis,,,,,none,low,not_found_log,,,,118,no,no same-topic hub
/secondary-topic/osteonecrosis,,,,,none,low,not_found_log,,,,117,no,no same-topic hub
/secondary-topic/coma,,,,,none,low,not_found_log,,,,116,no,no same-topic hub
/secondary-topic/dementia,,,,,none,low,not_found_log,,,,116,no,no same-topic hub
/tertiary-topic/hidden-blood-loss,,,,,none,low,not_found_log,,,,116,no,no same-topic hub
/tertiary-topic/postsurgical-peritoneal-adhesions,,,,,none,low,not_found_log,,,,116,no,no same-topic hub
/tertiary-topic/endotoxemia,,,,,none,low,not_found_log,,,,115,no,no same-topic hub
/secondary-topic/cosmetic-issues,,,,,none,low,not_found_log,,,,113,no,no same-topic hub
/secondary-topic/rhinosinusitis,,,,,none,low,not_found_log,,,,113,no,no same-topic hub
/tertiary-topic/aplastic-anemia,,,,,none,low,not_found_log,,,,113,no,no same-topic hub
/tertiary-topic/diffuse-axonal-injury,,,,,none,low,not_found_log,,,,112,no,no same-topic hub
/tertiary-topic/fibrosis,,,,,curated-parent-hub,medium,gsc+not_found_log,,35,,77,no,organ unspecified
/tertiary-topic/sensorineural-hearing-loss,,,,,none,low,not_found_log,,,,111,no,no same-topic hub
/tools/hydrogen-research/stats,/research-analytics,,,,structural,medium,not_found_log,,,,110,no,medium confidence — not applied; suggested target only. probably the analytics page; unverified
/secondary-topic/hearing-loss,,,,,none,low,not_found_log,,,,109,no,no same-topic hub
/secondary-topic/liver-failure,,,,,none,low,not_found_log,,,,108,no,no same-topic hub
/tools/hydrogen-research/export,,,,,structural,low,not_found_log,,,,108,no,no equivalent
/secondary-topic/paraplegia,,,,,none,low,not_found_log,,,,107,no,no same-topic hub
/tertiary-topic/status-epilepticus,,,,,none,low,not_found_log,,,,107,no,no same-topic hub
/secondary-topic/obstructive-jaundice,,,,,none,low,not_found_log,,,,106,no,no same-topic hub
/tertiary-topic/ischemia-reperfusion-i-r-injury/page/3,,,,,none,low,not_found_log,,,,106,no,no same-topic hub
/tertiary-topic/necrotizing-pancreatitis,,,,,none,low,not_found_log,,,,106,no,no same-topic hub
/secondary-topic/polycystic-ovary-syndrome,,,,,none,low,not_found_log,,,,105,no,no same-topic hub
/secondary-topic/ros-scavenging,,,,,none,low,not_found_log,,,,102,no,no same-topic hub
/tertiary-topic/intracranial-hemorrhage/page/2,,,,,none,low,not_found_log,,,,101,no,no same-topic hub
/tertiary-topic/rhabdomyolysis,,,,,none,low,not_found_log,,,,99,no,no same-topic hub
/explore-by-condition/general-wellness,,,,,none,low,gsc,,48,1,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/periodontitis-plaque-gingivitis,,,,,none,low,not_found_log,,,,98,no,no same-topic hub
/tertiary-topic/candida-yeast,,,,,curated-parent-hub,low,gsc+not_found_log,,1,,97,no,no fungal/infection hub
/tertiary-topic/hemorrhagic-shock,,,,,none,low,not_found_log,,,,98,no,no same-topic hub
/secondary-topic/periodontitis,,,,,none,low,not_found_log,,,,97,no,no same-topic hub
/tertiary-topic/drug-toxicity-cyclospirine-a,,,,,none,low,not_found_log,,,,97,no,no same-topic hub
/secondary-topic/hydrogen-biology,,,,,none,low,not_found_log,,,,96,no,no same-topic hub
/secondary-topic/parasite-infection,,,,,none,low,not_found_log,,,,96,no,no same-topic hub
/secondary-topic/intraocular-pressure,,,,,none,low,not_found_log,,,,92,no,no same-topic hub
/secondary-topic/osteogenesis,,,,,none,low,not_found_log,,,,90,no,no same-topic hub
/secondary-topic/neuropathic-pain,,,,,none,low,not_found_log,,,,89,no,no same-topic hub
/tertiary-topic/post-herpetic-neuralgia,,,,,none,low,not_found_log,,,,89,no,no same-topic hub
/secondary-topic/autism,,,,,none,low,not_found_log,,,,88,no,no same-topic hub
/tertiary-topic/cardiac-hypertrophy,,,,,none,low,not_found_log,,,,87,no,no same-topic hub
/tertiary-topic/ulcerative-colitis,,,,,none,low,not_found_log,,,,87,no,no same-topic hub
/blog/hydrogen-water-health-benefits-for-cancer-your-questions-answered-267281,/blog/hydrogen-water-health-benefits-for-cancer-your-questions-answered-094049,,,,existing-301-chains-to-410,n/a,gsc,,36,1,,no,existing row -> /blog/hydrogen-water-health-benefits-for-cancer-your-questions-answered-094049 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/secondary-topic/periodontitis/page/2,,,,,none,low,not_found_log,,,,86,no,no same-topic hub
/study_template,,,,,structural,low,gsc+not_found_log,,52,,34,no,WP template artefact
/tertiary-topic/neurodegeneration,,,,,none,low,not_found_log,,,,86,no,no same-topic hub
/tertiary-topic/spermatogenesis,,,,,none,low,not_found_log,,,,86,no,no same-topic hub
/secondary-topic/blood-composition,,,,,none,low,not_found_log,,,,85,no,no same-topic hub
/secondary-topic/gastroenteritis,,,,,none,low,not_found_log,,,,85,no,no same-topic hub
/tertiary-topic/smog-exposure,,,,,none,low,not_found_log,,,,85,no,no same-topic hub
/tertiary-topic/stem-cell-transplantation,,,,,none,low,not_found_log,,,,85,no,no same-topic hub
/secondary-topic/gene-expression,,,,,none,low,not_found_log,,,,84,no,no same-topic hub
/secondary-topic/airway-disease,,,,,none,low,not_found_log,,,,83,no,no same-topic hub
/tertiary-topic/pesticide-toxicity-chlorpyrifos,,,,,none,low,not_found_log,,,,83,no,no same-topic hub
/secondary-topic/bladder-outlet-obstruction,,,,,none,low,not_found_log,,,,82,no,no same-topic hub
/secondary-topic/stress-resilience,,,,,none,low,not_found_log,,,,82,no,no same-topic hub
/tertiary-topic/cigarette-smoke-exposure,,,,,none,low,not_found_log,,,,82,no,no same-topic hub
/tertiary-topic/wound-healing,,,,,none,low,not_found_log,,,,82,no,no same-topic hub
/blog/hydrogen-water-general-health-what-2024-research-shows-478774,/blog/hydrogen-water-general-health-what-2024-research-shows-223550,,,,existing-301-chains-to-410,n/a,gsc,,31,1,,no,existing row -> /blog/hydrogen-water-general-health-what-2024-research-shows-223550 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/tertiary-topic/amyloid-beta-toxicity,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/biocompatibility,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/coenzyme-q,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/drug-toxicity-metformin,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/intersitial-cystitis,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/intestinal-volvulus,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/lipid-metabolism,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/oxygen-saturation,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tertiary-topic/periodontitis-plaque-gingivitis,,,,,none,low,not_found_log,,,,81,no,no same-topic hub
/tools,,,,,structural,medium,not_found_log,,,,81,no,no equivalent
/blog/hydrogen-water-for-heart-health-your-questions-answered-976350,/blog/hydrogen-water-heart-health-your-questions-answered-788011,,,,existing-301-chains-to-410,n/a,gsc,,30,1,,no,existing row -> /blog/hydrogen-water-heart-health-your-questions-answered-788011 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/tertiary-topic/drug-toxicity-acetominophen,,,,,none,low,not_found_log,,,,80,no,no same-topic hub
/tertiary-topic/pesticide-toxicity-paraquat,,,,,none,low,not_found_log,,,,80,no,no same-topic hub
/tertiary-topic/anastomosis,,,,,none,low,not_found_log,,,,79,no,no same-topic hub
/tertiary-topic/contrast-media-toxicity-loversol,,,,,none,low,not_found_log,,,,79,no,no same-topic hub
/tertiary-topic/diabetic-peripheral-neuropathy,,,,,none,low,not_found_log,,,,79,no,no same-topic hub
/tertiary-topic/drug-toxicity-methamphetamine,,,,,none,low,not_found_log,,,,79,no,no same-topic hub
/tertiary-topic/melamine-toxicity,,,,,none,low,not_found_log,,,,79,no,no same-topic hub
/tertiary-topic/mineralization-rate,,,,,none,low,not_found_log,,,,79,no,no same-topic hub
/secondary-topic/denture-care,,,,,none,low,not_found_log,,,,78,no,no same-topic hub
/tertiary-topic/bronchopulmonary-dysplasia,,,,,none,low,not_found_log,,,,78,no,no same-topic hub
/secondary-topic/radioprotection,,,,,none,low,not_found_log,,,,77,no,no same-topic hub
/secondary-topic/antibiotic-resistance,,,,,none,low,not_found_log,,,,76,no,no same-topic hub
/tertiary-topic/hydrogen-biology,,,,,none,low,not_found_log,,,,76,no,no same-topic hub
/tertiary-topic/metabolic-acidosis,,,,,none,low,not_found_log,,,,76,no,no same-topic hub
/blog/hydrogen-water-skin-benefits-what-2024-research-shows-353602,,,,,none,low,gsc,,24,1,,no,no equivalent page
/secondary-topic/asthma,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/tertiary-topic/immune-dysfunction,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/tertiary-topic/multiple-organ-failure-mof,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/tertiary-topic/mycotoxicosis,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/tertiary-topic/pathogenic-bacterial-load/page/3,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/tertiary-topic/uv-radiation,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/tertiary-topic/x-ray-radiation,,,,,none,low,not_found_log,,,,74,no,no same-topic hub
/secondary-topic/atherosclerosis,,,,,none,low,not_found_log,,,,73,no,no same-topic hub
/tertiary-topic/chemotherapy-toxicity-bleomycin,,,,,none,low,not_found_log,,,,73,no,no same-topic hub
/secondary-topic/infertility,,,,,none,low,not_found_log,,,,72,no,no same-topic hub
/tertiary-topic/drowning,,,,,none,low,not_found_log,,,,72,no,no same-topic hub
/tertiary-topic/lung-injury,,,,,none,low,not_found_log,,,,72,no,no same-topic hub
/tertiary-topic/surgery-transplantation,,,,,none,low,not_found_log,,,,72,no,no same-topic hub
/tertiary-topic/xenobiotic-clearance,,,,,none,low,not_found_log,,,,72,no,no same-topic hub
/explore-by-condition/whole-body-health,,,,,none,low,gsc,,71,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/epithelial-dysfunction,,,,,none,low,not_found_log,,,,71,no,no same-topic hub
/secondary-topic/heart-attack-myocardial-infarction/page/3,,,,,none,low,not_found_log,,,,71,no,no same-topic hub
/tertiary-topic/l-dopa-induced-dyskinesia,,,,,none,low,not_found_log,,,,71,no,no same-topic hub
/tertiary-topic/metal-toxicity-mercury,,,,,none,low,not_found_log,,,,71,no,no same-topic hub
/tertiary-topic/ovarian-reserve-function,,,,,none,low,not_found_log,,,,71,no,no same-topic hub
/tertiary-topic/autophagy,,,,,none,low,not_found_log,,,,70,no,no same-topic hub
/tertiary-topic/cardiopulmonary-bypass,,,,,none,low,not_found_log,,,,70,no,no same-topic hub
/tertiary-topic/chemotherapy-toxicity-mfolfox6,,,,,none,low,not_found_log,,,,70,no,no same-topic hub
/tertiary-topic/kawasaki-disease,,,,,none,low,not_found_log,,,,70,no,no same-topic hub
/tertiary-topic/noise-pollution,,,,,none,low,not_found_log,,,,70,no,no same-topic hub
/explore-by-condition/aging,,,,,none,low,gsc,,19,1,,no,retired condition hub (not in health_conditions); no same-slug hub
/tertiary-topic/asphyxial-encephalopathy,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/tertiary-topic/encapsulating-peritoneal-sclerosis,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/tertiary-topic/heat-retention,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/tertiary-topic/hyperoxia,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/tertiary-topic/metal-toxicity-nickel,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/tertiary-topic/oncogenesis,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/tertiary-topic/plastic-surgery,,,,,none,low,not_found_log,,,,69,no,no same-topic hub
/secondary-topic/environmental-pollution,,,,,none,low,not_found_log,,,,68,no,no same-topic hub
/secondary-topic/viral-infection,,,,,none,low,not_found_log,,,,68,no,no same-topic hub
/tertiary-topic/antibiotic-toxicity-gentamicin,,,,,none,low,not_found_log,,,,68,no,no same-topic hub
/tertiary-topic/drug-toxicity-remifentanil,,,,,none,low,not_found_log,,,,68,no,no same-topic hub
/tertiary-topic/stroke,,,,,none,low,not_found_log,,,,68,no,no same-topic hub
/tertiary-topic/metabolic-regulation,,,,,none,low,not_found_log,,,,67,no,no same-topic hub
/blog/hydrogen-water-general-your-questions-answered-884304,/blog/hydrogen-water-general-your-questions-answered-271789,,,,existing-301-chains-to-410,n/a,gsc,,16,1,,no,existing row -> /blog/hydrogen-water-general-your-questions-answered-271789 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/secondary-topic/fasting,,,,,none,low,not_found_log,,,,66,no,no same-topic hub
/tertiary-topic/idiopathic-sudden-sensorineural-hearing-loss,,,,,none,low,not_found_log,,,,66,no,no same-topic hub
/tertiary-topic/metal-toxicity-arsenic,,,,,none,low,not_found_log,,,,66,no,no same-topic hub
/tertiary-topic/pemphigus,,,,,none,low,not_found_log,,,,66,no,no same-topic hub
/tertiary-topic/ureteral-obstruction,,,,,none,low,not_found_log,,,,65,no,no same-topic hub
/tertiary-topic/chagas-disease,,,,,none,low,not_found_log,,,,64,no,no same-topic hub
/tertiary-topic/platelet-aggregation,,,,,none,low,not_found_log,,,,64,no,no same-topic hub
/tertiary-topic/hypoxia-ischemia/page/3,,,,,none,low,not_found_log,,,,63,no,no same-topic hub
/blog/how-to-use-hydrogen-water-for-energy-a-science-backed-guide-695573,/blog/how-to-use-hydrogen-water-for-energy-a-science-backed-guide-736013,,,,existing-301-chains-to-410,n/a,gsc,,12,1,,no,existing row -> /blog/how-to-use-hydrogen-water-for-energy-a-science-backed-guide-736013 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/tertiary-topic/atrophy,,,,,none,low,not_found_log,,,,62,no,no same-topic hub
/secondary-topic/uveal-injury,,,,,none,low,not_found_log,,,,59,no,no same-topic hub
/tertiary-topic/concussion,,,,,none,low,not_found_log,,,,58,no,no same-topic hub
/tertiary-topic/foot-ulcer,,,,,none,low,not_found_log,,,,56,no,no same-topic hub
/tertiary-topic/unstable-angina,,,,,none,low,not_found_log,,,,54,no,no same-topic hub
/tertiary-topic/diabetic-nephropathy,,,,,none,low,not_found_log,,,,53,no,no same-topic hub
/tertiary-topic/hypoxia-ischemia/page/2,,,,,none,low,not_found_log,,,,53,no,no same-topic hub
/tertiary-topic/postoperative-cognitive-impairment,,,,,none,low,not_found_log,,,,53,no,no same-topic hub
/tertiary-topic/ulcer,,,,,none,low,not_found_log,,,,53,no,no same-topic hub
/explore-by-condition/cellular-aging,,,,,none,low,gsc,,52,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/cancer/page/2,,,,,none,low,not_found_log,,,,51,no,no same-topic hub
/methods_of_application,/explore-by-delivery-method,,,,structural,medium,not_found_log,,,,46,no,medium confidence — not applied; suggested target only. WP 'application' index; taxonomy mixes delivery + lab methods
/explore-by-condition/inflammatory-disorders,,,,,none,low,gsc,,44,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/cellular-redox-state,,,,,none,low,not_found_log,,,,44,no,no same-topic hub
/explore-by-condition/aspirin-induced-gastritis,,,,,none,low,gsc,,43,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/heart-attack-myocardial-infarction/page/2,,,,,none,low,not_found_log,,,,43,no,no same-topic hub
/secondary-topic/cancer/page/11,,,,,none,low,not_found_log,,,,42,no,no same-topic hub
/tertiary-topic/corneal-thickness,,,,,none,low,not_found_log,,,,41,no,no same-topic hub
/tertiary-topic/chemotherapy-toxicity-cisplatin,,,,,none,low,not_found_log,,,,40,no,no same-topic hub
/explore-by-condition/radiation-exposure,,,,,none,low,gsc,,39,,,no,retired condition hub (not in health_conditions); no same-slug hub
/explore-by-condition/skin-cancer,,,,,none,low,gsc,,39,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/sepsis/page/9,,,,,curated-parent-hub,medium,not_found_log,,,,39,no,systemic condition; no single parent hub
/tertiary-topic/metal-toxicity-lead,,,,,none,low,not_found_log,,,,39,no,no same-topic hub
/explore-by-condition/arsenic-poisoning,,,,,none,low,gsc,,38,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/extracorporeal-cpr-ecpr,,,,,none,low,not_found_log,,,,38,no,no same-topic hub
/secondary-topic/sepsis/page/8,,,,,curated-parent-hub,medium,not_found_log,,,,38,no,systemic condition; no single parent hub
/tertiary-topic/electrolytes,,,,,none,low,not_found_log,,,,38,no,no same-topic hub
/secondary-topic/traumatic-brain-injury/page/2,,,,,none,low,not_found_log,,,,37,no,no same-topic hub
/study/hydrogen-palladium-recrystallization-mechanical-properties,,,,,none,low,gsc,,37,,,no,no current study with this title
/tertiary-topic/herbicide-toxicity-nitrofen,,,,,none,low,not_found_log,,,,37,no,no same-topic hub
/tertiary-topic/hormones,,,,,none,low,not_found_log,,,,37,no,no same-topic hub
/tertiary-topic/pathogenic-bacterial-load/page/2,,,,,none,low,not_found_log,,,,37,no,no same-topic hub
/tertiary-topic/transplantation-graft-injury/page/3,,,,,none,low,not_found_log,,,,37,no,no same-topic hub
/explore-by-condition/h-pylori-infection,,,,,none,low,gsc,,36,,,no,retired condition hub (not in health_conditions); no same-slug hub
/secondary-topic/acute-kidney-injury/page/2,,,,,none,low,not_found_log,,,,36,no,no same-topic hub
/secondary-topic/excercise/page/6,/explore-by-condition/exercise-recovery,,,,curated-parent-hub,medium,not_found_log,,,,36,no,medium confidence — not applied; suggested target only. ambiguous: exercise-recovery vs athletic-performance
